#              time [s],              Vxb [ft/s],              Vyb [ft/s],              Vzb [ft/s],               p [deg/s],               q [deg/s],               r [deg/s],                 xf [ft],                 yf [ft],                 zf [ft],               phi [deg],             theta [deg],               psi [deg],                da [deg],                de [deg],                dr [deg],          tau [per-unit],           dadot [deg/s],           dedot [deg/s],           drdot [deg/s],     taudot [per-unit/s],        daddot [deg/s/s],        deddot [deg/s/s],        drddot [deg/s/s],  tauddot [per-unit/s/s]
 3.9973351099267151e-01, -1.9923946005587823e+00,  1.4297586897483420e+01,  1.6110104552976491e+01, -1.2834320199502798e+01, -2.4613677387563762e+00,  6.8531771773741577e+00,  2.5342156956797243e+02,  1.2727177148286619e+00, -1.4197038805687043e+00,  3.7799141063241393e+01,  1.9938927947725333e+00,  2.2807743211770175e+00,  1.7867425848661664e+01,  1.7064320042370680e+00, -2.4960945670597918e+00, -3.9018560999866669e-03, -8.0000000000000043e+01, -1.9274176776637209e+01,  5.2635363599872797e+01, -2.2214770964060927e-03, -7.1149044187121902e-11,  1.0370579081567647e+02, -2.5449864081947328e+02,  4.1553018271253218e-02
 4.0972684876748833e-01, -1.9577822133070413e+00,  1.3616603605611164e+01,  1.5647711884031491e+01, -1.6230340260488799e+01, -2.5977192745636128e+00,  6.8121017504497550e+00,  2.5975179174906339e+02,  1.3585364015288710e+00, -1.4869307410335750e+00,  3.7656826296972064e+01,  1.9320971810719478e+00,  2.3194342914813046e+00,  1.7067958826676318e+01,  1.5189970281055780e+00, -1.9827995821223927e+00, -3.9219811874899868e-03, -8.0000000000000000e+01, -1.8250534915588165e+01,  5.0035868092417239e+01, -1.8095970115604683e-03,  3.5574522093560750e-11,  1.0115906697559461e+02, -2.6574706007260767e+02,  4.0877916042516511e-02
 4.1972018654230514e-01, -1.9232248193525265e+00,  1.2917446962185830e+01,  1.5184089965165651e+01, -1.9366671189035934e+01, -2.7168347945012350e+00,  6.7588735091102272e+00,  2.6608183494162643e+02,  1.4471543980637676e+00, -1.5547089871906792e+00,  3.7481756456963637e+01,  1.8696852179692329e+00,  2.3571072301881215e+00,  1.6268491804690974e+01,  1.3416644842719472e+00, -1.4960439056523829e+00, -3.9380239283323126e-03, -8.0000000000000043e+01, -1.7253001411230024e+01,  4.7341221329432877e+01, -1.4048912300553833e-03,  0.0000000000000000e+00,  9.8480638363291774e+01, -2.7354157875935812e+02,  4.0117201029368652e-02
 4.2971352431712190e-01, -1.8889137226461798e+00,  1.2203743351255397e+01,  1.4719637206762823e+01, -2.2249984512176049e+01, -2.8196959681715965e+00,  6.6941810208783243e+00,  2.7241170437938865e+02,  1.5385359653939701e+00, -1.6229851776643045e+00,  3.7276498799987714e+01,  1.8068757185555220e+00,  2.3938395271156567e+00,  1.5469024782705631e+01,  1.1741668866419535e+00, -1.0366059512876253e+00, -3.9500602926876294e-03, -8.0000000000000128e+01, -1.6282613346040879e+01,  4.4583124924364057e+01, -1.0081997515849913e-03,  0.0000000000000000e+00,  9.5726359749895167e+01, -2.7844544844174948e+02,  3.9273986861839187e-02
 4.3970686209193871e-01, -1.8550174293205828e+00,  1.1478926695724612e+01,  1.4254735804903124e+01, -2.4886902165537695e+01, -2.9072280040603058e+00,  6.6187921770665605e+00,  2.7874140505189013e+02,  1.6326441130241118e+00, -1.6917086317644134e+00,  3.7043553830301555e+01,  1.7438724777713959e+00,  2.4296734850064965e+00,  1.4669557760720286e+01,  1.0162291742244947e+00, -6.0497545280033682e-01, -3.9581744896564630e-03, -7.9999999999999957e+01, -1.5339927021129890e+01,  4.1788083528077664e+01, -6.2032537212813345e-04,  5.3361783140341426e-11,  9.2936596742292210e+01, -2.8093550300170011e+02,  3.8352605613459996e-02
 4.4970019986675547e-01, -1.8216828867746244e+00,  1.0746233310495194e+01,  1.3789764079883685e+01, -2.7283977835222174e+01, -2.9803054603943178e+00,  6.5335390029485829e+00,  2.8507094172060687e+02,  1.7294407462813353e+00, -1.7608313027994882e+00,  3.6785355923153723e+01,  1.6808645379184095e+00,  2.4646478138778170e+00,  1.3870090738734946e+01,  8.6757274231557335e-01, -2.0140108397095016e-01, -3.9624585346355601e-03, -7.9999999999999957e+01, -1.4425158045975948e+01,  3.8978200686985979e+01, -2.4202226335521095e-04, -5.3361783140341426e-11,  9.0139167485183407e+01, -2.8141571626211532e+02,  3.7358456555627591e-02
 4.5969353764157228e-01, -1.7890367912820011e+00,  1.0008698436554708e+01,  1.3325106042415239e+01, -2.9447681458436566e+01, -3.0397578847977305e+00,  6.4393043904333416e+00,  2.9140031893468836e+02,  1.8288868046809037e+00, -1.8303076506526850e+00,  3.6504274118497371e+01,  1.6180264837307621e+00,  2.4987981230950904e+00,  1.3070623716749601e+01,  7.2791822060738720e-01,  1.7406919783895625e-01, -3.9630117101099316e-03, -7.9999999999999957e+01, -1.3538293843245848e+01,  3.6171850032342604e+01,  1.2601392633142532e-04,  5.3361783140341426e-11,  8.7351921621199807e+01, -2.8022859475384467e+02,  3.6297852873657908e-02
 4.6968687541638904e-01, -1.7571869397932005e+00,  9.2691542243235219e+00,  1.2861158463642173e+01, -3.1384386406055452e+01, -3.0863751251581917e+00,  6.3370104945987382e+00,  2.9772954104611540e+02,  1.9309423923483673e+00, -1.9000945156058151e+00,  3.6202613055349047e+01,  1.5555187620058777e+00,  2.5321574102354933e+00,  1.2271156694764262e+01,  5.9698725577501688e-01,  5.2155394665548405e-01, -3.9599399351752385e-03, -7.9999999999999957e+01, -1.2679182096542105e+01,  3.3384241694366139e+01,  4.8315444596013429e-04, -5.3361783140341426e-11,  8.4584975952442548e+01, -2.7766475395317889e+02,  3.5177869788034402e-02
 4.7968021319120585e-01, -1.7262236053245488e+00,  8.5302289760112906e+00,  1.2398335728402106e+01, -3.3100358945217963e+01, -3.1209121993752800e+00,  6.2276085738284728e+00,  3.0405861222414092e+02,  2.0355669013479574e+00, -1.9701509949718456e+00,  3.5882614021675110e+01,  1.4934880220315860e+00,  2.5647565454986050e+00,  1.1471689672778917e+01,  4.7450352180907740e-01,  8.4130920505480156e-01, -3.9533550589581634e-03, -8.0000000000000000e+01, -1.1847598454423242e+01,  3.0627900637392695e+01,  8.2884431872426434e-04,  0.0000000000000000e+00,  8.1842630290272254e+01, -2.7397096958242122e+02,  3.4006196747827122e-02
 4.8967355096602266e-01, -1.6962209184802077e+00,  7.7943474900070999e+00,  1.1937072748392250e+01, -3.4601749643066334e+01, -3.1440936492130689e+00,  6.1120700862945414e+00,  3.1038753646891792e+02,  2.1427191286476521e+00, -2.0404383236964350e+00,  3.5546456098445887e+01,  1.4320674739873929e+00,  2.5966247502032247e+00,  1.0672222650793572e+01,  3.6019314942411873e-01,  1.1337038594614688e+00, -3.9433740926957395e-03, -7.9999999999999957e+01, -1.1043296557586133e+01,  2.7913070934532222e+01,  1.1626077724395912e-03,  5.3361783140341426e-11,  7.9124989330067464e+01, -2.6935694828340445e+02,  3.2790995789066343e-02
 4.9966688874083942e-01, -1.6672382403307893e+00,  7.0637323766815552e+00,  1.1477826204482977e+01, -3.5894586425679407e+01, -3.1566173343186352e+00,  5.9913788837646180e+00,  3.1671631762425545e+02,  2.2523573873393095e+00, -2.1109197597997991e+00,  3.5196257379675373e+01,  1.3713772631868397e+00,  2.6277900677525601e+00,  9.8727556288082319e+00,  2.5378473651421807e-01,  1.3991986974172042e+00, -3.9301183946189311e-03, -7.9999999999999957e+01, -1.0266043192502197e+01,  2.5248057755851569e+01,  1.4840522931100705e-03, -5.3361783140341426e-11,  7.6429317468730886e+01, -2.6400102254321695e+02,  3.1540767614452299e-02
 5.0966022651565623e-01, -1.6393215141591782e+00,  6.3404062355554247e+00,  1.1021074376416390e+01, -3.6984769050731813e+01, -3.1591576474892098e+00,  5.8665243677574113e+00,  3.2304495938946991e+02,  2.3644396126314149e+00, -2.1815604752664512e+00,  3.4834076252951490e+01,  1.3115248585102810e+00,  2.6582798253383446e+00,  9.0732886068228868e+00,  1.5500907495705291e-01,  1.6383285980860836e+00, -3.9137128210146588e-03, -8.0000000000000000e+01, -9.5156411052153835e+00,  2.2639516961245750e+01,  1.7928713846659203e-03,  0.0000000000000000e+00,  7.3751153600264558e+01, -2.5805494181721338e+02,  3.0264226575592607e-02
 5.1965356429047305e-01, -1.6125045855578719e+00,  5.6261945996116500e+00,  1.0567315804455912e+01, -3.7878064789754333e+01, -3.1523681522692653e+00,  5.7384954934364849e+00,  3.2937346533032076e+02,  2.4789234630447750e+00, -2.2523274527484318e+00,  3.4461912727236182e+01,  1.2526054536894202e+00,  2.6881210845775163e+00,  8.2738215848375418e+00,  6.3598705097521094e-02,  1.8516873775220504e+00, -3.8942848559513910e-03, -8.0000000000000043e+01, -8.7919417417892625e+00,  2.0092700608411157e+01,  2.0888461279116024e-03,  8.8936305233902868e-11,  7.1085212333426213e+01, -2.5164790426344041e+02,  2.8970185372641111e-02
 5.2964690206528975e-01, -1.5868104820783628e+00,  4.9227295645038067e+00,  1.0117067011958003e+01, -3.8580105147212421e+01, -3.1368836596421392e+00,  5.6082755237920878e+00,  3.3570183888903841e+02,  2.5957664171688202e+00, -2.3231893882748409e+00,  3.4081709796639522e+01,  1.1947023802794865e+00,  2.7173410792275181e+00,  7.4743545628522048e+00, -2.0712612087368854e-02,  2.0399148860623213e+00, -3.8719637311829813e-03, -8.0000000000000043e+01, -8.0948499230041229e+00,  1.7611665358308866e+01,  2.3718456385786475e-03, -7.1149044187122302e-11,  6.8426096999440588e+01, -2.4488995045703314e+02,  2.7667450028857045e-02
 5.3964023984010656e-01, -1.5622526451497833e+00,  4.2314540293399743e+00,  9.6708595009336840e+00, -3.9096383469909618e+01, -3.1133217725747349e+00,  5.4768374510348705e+00,  3.4203008339346309e+02,  2.7149258662779894e+00, -2.3941166000295198e+00,  3.3695354830504314e+01,  1.1378875312203007e+00,  2.7459676381057516e+00,  6.6748875408668598e+00, -9.8190433936538118e-02,  2.2036860189272898e+00, -3.8468795467193062e-03, -8.0000000000000000e+01, -7.4243222144923280e+00,  1.5199449644143639e+01,  2.6418265287946564e-03,  0.0000000000000000e+00,  6.5768848397377766e+01, -2.3787482113788309e+02,  2.6364725466376290e-02
 5.4963357761492337e-01, -1.5388361083367954e+00,  3.5536264822838843e+00,  9.2292362149614924e+00, -3.9432253322268132e+01, -3.0822839360308119e+00,  5.3451400140965362e+00,  3.4835820206532361e+02,  2.8363592030631692e+00, -2.4650809430877416e+00,  3.3304680981521948e+01,  1.0822217938682210e+00,  2.7740295913444624e+00,  5.8754205188815147e+00, -1.6910013136436444e-01,  2.3437013546328145e+00, -3.8191624014935477e-03, -7.9999999999999957e+01, -6.7803605223800512e+00,  1.2858224531013025e+01,  2.8988314788012805e-03,  8.8936305233901876e-12,  6.3109351584025667e+01, -2.3068236483665609e+02,  2.5070531861615973e-02
 5.5962691538974019e-01, -1.5165586172302028e+00,  2.8903262690015414e+00,  8.7927476457215370e+00, -3.9592927521520075e+01, -3.0443560362748210e+00,  5.2141242510433061e+00,  3.5468619802769342e+02,  2.9600239067011826e+00, -2.5360557299754873e+00,  3.2911468604776353e+01,  1.0277554912987190e+00,  2.8015571581445626e+00,  5.0759534968961706e+00, -2.3370729980689256e-01,  2.4606791807729871e+00, -3.7889415424794404e-03, -7.9999999999999957e+01, -6.1630022302592478e+00,  1.0589422403532447e+01,  3.1429870265234951e-03, -8.8936305233901876e-12,  6.0444621279084132e+01, -2.2338056760978910e+02,  2.3793131755856491e-02
 5.6962025316455700e-01, -1.4954116873831254e+00,  2.2424592854855194e+00,  8.3619477412853165e+00, -3.9583477742335639e+01, -3.0001085972714168e+00,  5.0847105333649054e+00,  3.6101407431166490e+02,  3.0858776244641328e+00, -2.6070156567784579e+00,  3.2517446681614992e+01,  9.7452883055278594e-01,  2.8285823142505491e+00,  4.2764864749108256e+00, -2.9227805735222445e-01,  2.5553487044702390e+00, -3.7563445395377149e-03, -8.0000000000000000e+01, -5.5723079967935787e+00,  8.3938469541510585e+00,  3.3745006822122241e-03,  8.8936305233902868e-11,  5.7772984645185034e+01, -2.1602726565975027e+02,  2.2540467869310819e-02
 5.7961359093937370e-01, -1.4753815977372824e+00,  1.6107640394184333e+00,  7.9373897563978879e+00, -3.9408834613405531e+01, -2.9500966241203734e+00,  4.9577960357769850e+00,  3.6734183386228625e+02,  3.2138782500584577e+00, -2.6779367345188803e+00,  3.2124294243099008e+01,  9.2257235634545998e-01,  2.8551391374537709e+00,  3.4770194529254894e+00, -3.4507921180143408e-01,  2.6284442764588838e+00, -3.7214964922020477e-03, -7.6598333267375210e+01, -5.0083483814835930e+00,  6.2727392176959365e+00,  3.5936574239303631e-03,  6.8078690208922183e+02,  5.5094133032187067e+01, -2.0847709599613620e+02,  2.1320101373212962e-02
 5.8960692871419051e-01, -1.4564502818279834e+00,  9.9585144606249221e-01,  7.5196224178759685e+00, -3.9078044048908176e+01, -2.8948598131550169e+00,  4.8339645189242901e+00,  3.7366947954308006e+02,  3.3439840698506265e+00, -2.7487961817078030e+00,  3.1733630760122296e+01,  8.7190779818555209e-01,  2.8812634983409127e+00,  2.7455404402530981e+00, -3.9237829149246917e-01,  2.6807199080217896e+00, -3.6845192745690869e-03, -6.6557290295609505e+01, -4.4711899121353893e+00,  4.2370212341576439e+00,  3.8008033419197045e-03,  1.3287604979934042e+03,  5.2409181966694973e+01, -1.9893792977598841e+02,  2.0136701680391320e-02
 5.9960026648900733e-01, -1.4385961650192485e+00,  3.9832042694379866e-01,  7.1091873023100227e+00, -3.8616820743005228e+01, -2.8349285867601135e+00,  4.7126206736866481e+00,  3.7999701413387584e+02,  3.4761545863563961e+00, -2.8195719043796998e+00,  3.1346901679305084e+01,  8.2255262303654408e-01,  2.9069866621441465e+00,  2.1467604863243634e+00, -4.3444343389607898e-01,  2.7131282451629009e+00, -3.6455310689791354e-03, -5.4034687046388697e+01, -3.9608743473258303e+00,  2.3130969975855242e+00,  3.9963054114993228e-03,  1.1774298322839813e+03,  4.9721973070524456e+01, -1.8610344076997751e+02,  1.8989779178142929e-02
 6.0959360426382414e-01, -1.4217948655567625e+00, -1.8132872749876106e-01,  6.7066103198240619e+00, -3.8052671564038270e+01, -2.7708282806212021e+00,  4.5929683834139112e+00,  3.8632444031582457e+02,  3.6103513050492180e+00, -2.8902420280555816e+00,  3.0965272536555187e+01,  7.7452418337124795e-01,  2.9323290918382163e+00,  1.6655666818309363e+00, -4.7154300196533738e-01,  2.7269510272273632e+00, -3.6046464149122048e-03, -4.3009158043234713e+01, -3.4773895820582257e+00,  5.2897588132124462e-01,  4.1805133861343271e-03,  1.0291460388806222e+03,  4.7039444618369657e+01, -1.7095866529838193e+02,  1.7876376812137992e-02
 6.1958694203864084e-01, -1.4060193097540150e+00, -7.4271847939846403e-01,  6.3123890637398610e+00, -3.7409595280614404e+01, -2.7030752005451557e+00,  4.4743595715096482e+00,  3.9265176066843651e+02,  3.7465377000846196e+00, -2.9607849479762081e+00,  3.0589651047372485e+01,  7.2783933767496301e-01,  2.9573013855825407e+00,  1.2871503988513207e+00, -5.0394489123235242e-01,  2.7237007144764500e+00, -3.5619765042995688e-03, -3.3407318402025297e+01, -3.0206455498637368e+00, -1.0971557845574571e+00,  4.3537483649137756e-03,  8.9250213464675983e+02,  4.4370261024820969e+01, -1.5448448543280995e+02,  1.6793716940922444e-02
 6.2958027981345766e-01, -1.3912398264515105e+00, -1.2855780583980561e+00,  5.9269826754579320e+00, -3.6708362038925735e+01, -2.6321724215782463e+00,  4.3562728453291841e+00,  3.9897897766680535e+02,  3.8846790933654813e+00, -3.0311794272874977e+00,  3.0220720927932376e+01,  6.8251373331558307e-01,  2.9819058313354856e+00,  9.9786544794635545e-01, -5.3191566452090822e-01,  2.7050225305340097e+00, -3.5176294589179258e-03, -2.5113076606326882e+01, -2.5904604273607310e+00, -2.5558247090288533e+00,  4.5163047770476238e-03,  7.6745212339898649e+02,  4.1724121492110903e+01, -1.3744378865140101e+02,  1.5739239674136547e-02
 6.3957361758827447e-01, -1.3774243212005786e+00, -1.8097286493380551e+00,  5.5508044842062993e+00, -3.5966791298663665e+01, -2.5586062353810179e+00,  4.2382952534000857e+00,  4.0530609368023687e+02,  4.0247425388187441e+00, -3.1014046843283722e+00,  2.9858972874576409e+01,  6.3856124967337058e-01,  3.0061377788368664e+00,  7.8522348466757097e-01, -5.5571958331817661e-01,  2.6726182752553536e+00, -3.4717105860374575e-03, -1.8011660106472700e+01, -2.1865529145922671e+00, -3.8442873633344168e+00,  4.6684525882423680e-03,  6.5377803210516026e+02,  3.9111235396617467e+01, -1.2042053723028522e+02,  1.4710608939638341e-02
 6.4956695536309128e-01, -1.3645385090783293e+00, -2.3150698818552611e+00,  5.1842170548478883e+00, -3.5200024376273653e+01, -2.4828432086601442e+00,  4.1201066322471691e+00,  4.1163311097217183e+02,  4.1666967112523370e+00, -3.1714404693211691e+00,  2.9504732773050449e+01,  5.9599357790080454e-01,  3.0299868510828061e+00,  6.3787224128800613e-01, -5.7561758819696962e-01,  2.6281880062834881e+00, -3.4243226117178782e-03, -1.1991156695819287e+01, -1.8085393147849134e+00, -4.9649013641793927e+00,  4.8104395861104871e-03,  5.5112538381360707e+02,  3.6541886378160747e+01, -1.0385167813882212e+02,  1.3705722233701095e-02
 6.5956029313790809e-01, -1.3525461882587706e+00, -2.8015676805098386e+00,  4.8275292883277139e+00, -3.4420788253572475e+01, -2.4053278161259737e+00,  4.0014661394746600e+00,  4.1796003170121566e+02,  4.3105117995806257e+00, -3.2412671307429264e+00,  2.9158187211007171e+01,  5.5481991709167300e-01,  3.0534380125890399e+00,  5.4556012632341411e-01, -5.9186627182153939e-01,  2.5733864025535667e+00, -3.3755658907787534e-03, -6.9437237871161743e+00, -1.4559345727539095e+00, -5.9237911253090596e+00,  4.9424937456111285e-03,  4.5903418898151943e+02,  3.4026075993645989e+01, -8.8054126055255708e+01,  1.2722716887688576e-02
 6.6955363091272480e-01, -1.3414095394003880e+00, -3.2692434794906924e+00,  4.4809952390819525e+00, -3.3639648096989902e+01, -2.3264806090926133e+00,  3.8822006373229403e+00,  4.2428685792309784e+02,  4.4561594043281945e+00, -3.3108656717977283e+00,  2.8819406396365089e+01,  5.1504676877416156e-01,  3.0764725095775352e+00,  4.9909028684864265e-01, -6.0471688012409630e-01,  2.5097911150381376e+00, -3.3255385928182557e-03, -2.7665086585638576e+00, -1.1281565170933743e+00, -6.7297620737996553e+00,  5.0648256387568783e-03,  3.7696579874608744e+02,  3.1573238879215999e+01, -7.3247526435996136e+01,  1.1759972660547589e-02
 6.7954696868754161e-01, -1.3310894385331267e+00, -3.7181647648163247e+00,  4.1448143390392396e+00, -3.2865246603066232e+01, -2.2466968783355008e+00,  3.7621946473253725e+00,  4.3061359159339639e+02,  4.6036124393970539e+00, -3.3802177974630467e+00,  2.8488364605967327e+01,  4.7667781367025253e-01,  3.0990686954580040e+00,  4.9026681535944644e-01, -6.1441437009788924e-01,  2.4388808314583041e+00, -3.2743368640214543e-03,  6.3768072784844709e-01, -8.2453262614165945e-01, -7.3934242930828225e+00,  5.1776308519225550e-03,  3.0432597045456185e+02,  2.9192022496586151e+01, -5.9573405716549615e+01,  1.0816110667682117e-02
 6.8954030646235842e-01, -1.3215457734445408e+00, -4.1484368772437099e+00,  3.8191327465556277e+00, -3.2104528853772976e+01, -2.1663457677040423e+00,  3.6413816436401367e+00,  4.3694023457087451e+02,  4.7528450381232075e+00, -3.4493059526812431e+00,  2.8164958304690970e+01,  4.3971385656411721e-01,  3.1212027535126623e+00,  5.1183540466040378e-01, -6.2119654620287701e-01,  2.3620211424915118e+00, -3.2220549648651065e-03,  3.3599182199349595e+00, -5.4430870444481383e-01, -7.9264920946846562e+00,  5.2810923749159709e-03,  2.4048449296168423e+02,  2.6890125032342411e+01, -4.7111230310697103e+01,  9.8899888007334853e-03
 6.9953364423717523e-01, -1.3127377555949806e+00, -4.5601959889211852e+00,  3.5040455689926056e+00, -3.1362951843307901e+01, -2.0857697935505555e+00,  3.5197364915791152e+00,  4.4326678862129404e+02,  4.9038324636643065e+00, -3.5181133523001336e+00,  2.7849022085675202e+01,  4.0415282688324305e-01,  3.1428493274570211e+00,  5.5742041069458903e-01, -6.2529329157246916e-01,  2.2804566057151061e+00, -3.1687853841763647e-03,  5.4848825898668538e+00, -2.8665891993118414e-01, -8.3412308685313281e+00,  5.3753829284040088e-03,  1.8479170960734714e+02,  2.4674185174985816e+01, -3.5891822961807840e+01,  8.9806939706664965e-03
 7.0952698201199194e-01, -1.3046242213555388e+00, -4.9536031544197217e+00,  3.1995997383095194e+00, -3.0644678237263051e+01, -2.0052847244123044e+00,  3.3972688700545963e+00,  4.4959325542158263e+02,  5.0565510237582281e+00, -3.5866240033974464e+00,  2.7540342588501101e+01,  3.6998982421185067e-01,  3.1639820694875698e+00,  6.2145997341190617e-01, -6.2692590502894996e-01,  2.1953076674375884e+00, -3.1146189303200567e-03,  7.0907318843173917e+00, -5.0696714468922432e-02, -8.6500267312581087e+00,  5.4606671996760047e-03,  1.3659226252202157e+02,  2.2549717544861654e+01, -2.5908522365245354e+01,  8.0875315199023905e-03
 7.1952031978680875e-01, -1.2971639178723535e+00, -5.3288393305722286e+00,  2.9057973489730351e+00, -2.9952754255162620e+01, -1.9251797755900251e+00,  3.2740175431953333e+00,  4.5591963656424736e+02,  5.2109779898788409e+00, -3.6548227206403681e+00,  2.7238670554700469e+01,  3.3721719942522910e-01,  3.1845741144997506e+00,  6.9914056827588222e-01, -6.2630655035599192e-01,  2.1075713279417934e+00, -3.0596448005719146e-03,  8.2491027725316624e+00,  1.6451383756618240e-01, -8.8650580801414716e+00,  5.5371039607673735e-03,  9.5236364572603307e+01,  2.0521087602430757e+01, -1.7126418257954672e+01,  7.2100122665229990e-03
 7.2951365756162556e-01, -1.2903157701457530e+00, -5.6861012581517070e+00,  2.6225992959494029e+00, -2.9289271836884719e+01, -1.8457180742520856e+00,  3.1500453681774832e+00,  4.6224593356194072e+02,  5.3670915207942915e+00, -3.7226951353386539e+00,  2.6943731179542191e+01,  3.0582466345843740e-01,  3.2045984883379339e+00,  7.8633211410207970e-01, -6.2363782033408954e-01,  2.0181246278611429e+00, -3.0039506299716079e-03,  9.0252116197388386e+00,  3.5994658701125271e-01, -8.9980512495438809e+00,  5.6048480474433070e-03,  6.0088886048459017e+01,  1.8591519986509226e+01, -9.4899480451143106e+00,  6.3478376135538929e-03
 7.3950699533644237e-01, -1.2840391269892280e+00, -6.0255981006282155e+00,  2.3499290770410148e+00, -2.8655515470032690e+01, -1.7671373523637828e+00,  3.0254349441729205e+00,  4.6857214785209999e+02,  5.5248705905084936e+00, -3.7902276988334052e+00,  2.6655232916205865e+01,  2.7579941690829468e-01,  3.2240284572026248e+00,  8.7952454468638575e-01, -6.1911241470620004e-01,  1.9277301970381844e+00, -2.9476225211426677e-03,  9.4780367814090898e+00,  5.3660208882269311e-01, -9.0601051273730739e+00,  5.6640521820558887e-03,  3.0536522973813881e+01,  1.6763134442686962e+01, -2.9291013710991884e+00,  5.5008831935774473e-03
 7.4950033311125919e-01, -1.2782939844240673e+00, -6.3475487400497519e+00,  2.0876766480492321e+00, -2.8052094225709844e+01, -1.6896508269801711e+00,  2.9002848219222090e+00,  4.7489828080159168e+02,  5.6842949205403865e+00, -3.8574076808454265e+00,  2.6372874883697047e+01,  2.4712629472097847e-01,  3.2428378246738494e+00,  9.7576656009959695e-01, -6.1291292848553469e-01,  1.8370432462347652e+00, -2.8907450567126625e-03,  9.6605641781729190e+00,  6.9549685027995023e-01, -9.0615718808632586e+00,  5.7148686277489679e-03,  5.9932933651762488e+00,  1.5037003816958084e+01,  2.6355551059424052e+00,  4.6691814711243840e-03
 7.5949367088607589e-01, -1.2730411857967283e+00, -6.6521796366586239e+00,  1.8357022410341557e+00, -2.7479059680471472e+01, -1.6134482301244182e+00,  2.7747062053746880e+00,  4.8122433371130489e+02,  5.8453449164699922e+00, -3.9242231633852498e+00,  2.6096353023616157e+01,  2.1978792114729684e-01,  3.2610011822029690e+00,  1.0726071065419398e+00, -6.0521174481386264e-01,  1.7466194998856881e+00, -2.8334012960710697e-03,  9.6200805705331671e+00,  8.3765324332529456e-01, -9.0119829150416972e+00,  5.7574506657529501e-03, -1.4095412707478586e+01,  1.3413228977850242e+01,  7.2888499204796240e+00,  3.8529037347392100e-03
 7.6948700866089270e-01, -1.2682425984888823e+00, -6.9397231665078953e+00,  1.5938400752562245e+00, -2.6936010497958446e+01, -1.5386969534802946e+00,  2.6488200865965315e+00,  4.8755030782064853e+02,  6.0080016086564294e+00, -3.9906630307868909e+00,  2.5825365143534661e+01,  1.9376487096298511e-01,  3.2784941183701437e+00,  1.1680399892241766e+00, -5.9617102488809381e-01,  1.6569236676529864e+00, -2.7756727582632368e-03,  9.3985011095645543e+00,  9.6409022682546985e-01, -8.9200108871386199e+00,  5.7919538913818224e-03, -3.0250023414362339e+01,  1.1891025986652529e+01,  1.1117818597179374e+01,  3.0523418211256519e-03
 7.7948034643570951e-01, -1.2638612675549439e+00, -7.2104163595505115e+00,  1.3619019072685887e+00, -2.6422184509786085e+01, -1.4655432763432301e+00,  2.5227547631428808e+00,  4.9387620431191453e+02,  6.1722465970116644e+00, -4.0567169564110372e+00,  2.5559614976578310e+01,  1.6903583366203367e-01,  3.2952933916956275e+00,  1.2604518988716782e+00, -5.8594278624972929e-01,  1.5683381363852489e+00, -2.7176393928455833e-03,  9.0327197002056092e+00,  1.0758149802674619e+00, -8.7934600632083431e+00,  5.8185373278848360e-03, -4.2955029312007838e+01,  1.0468821335538122e+01,  1.4209219632066809e+01,  2.2678899376774760e-03
 7.8947368421052633e-01, -1.2598615469784136e+00, -7.4644999690296743e+00,  1.1396803811866434e+00, -2.5936539176103807e+01, -1.3941136485972967e+00,  2.3966436936663014e+00,  5.0020202431448064e+02,  6.3380619996954639e+00, -4.1223753864833270e+00,  2.5298815378139974e+01,  1.4557777794667759e-01,  3.3113770713255577e+00,  1.3485740272029700e+00, -5.7466905992605255e-01,  1.4811716344109804e+00, -2.6593795405173704e-03,  8.5549724850821676e+00,  1.1738155112124826e+00, -8.6392785613004879e+00,  5.8373643604192260e-03, -5.2658113341373316e+01,  9.1443515909240887e+00,  1.6647638283101781e+01,  1.5000268401986197e-03
 7.9946702198534303e-01, -1.2562092095047319e+00, -7.7022178112004642e+00,  9.2695215253831975e-01, -2.5477821325839560e+01, -1.3245160038269019e+00,  2.2706236529749857e+00,  5.0652776890882973e+02,  6.5054304055817784e+00, -4.1876295215570281e+00,  2.5042690771676426e+01,  1.2336611436779599e-01,  3.3267246494834786e+00,  1.4314373582670574e+00, -5.6248211647199819e-01,  1.3956676787976314e+00, -2.6009698853088903e-03,  7.9932063479987825e+00,  1.2590542648874261e+00, -8.4635871060715573e+00,  5.8486034950102593e-03, -5.9770016226915253e+01,  7.9147643112213437e+00,  1.8514078290048012e+01,  7.4929862928673656e-04
 8.0946035976015984e-01, -1.2528715362028606e+00, -7.9238163222456715e+00,  7.2348076946700246e-01, -2.5044627078566538e+01, -1.2568410809572788e+00,  2.1448331522921320e+00,  5.1285343913037286e+02,  6.6743348303348489e+00, -4.2524712959821045e+00,  2.4790978946476553e+01,  1.0237485442320882e-01,  3.3413171291847239e+00,  1.5083316490816927e+00, -5.4950475083436523e-01,  1.3120126649358665e+00, -2.5424854000441477e-03,  7.3714457571348042e+00,  1.3324627355399519e+00, -8.2717198463630748e+00,  5.8524289496254310e-03, -6.4665003357987189e+01,  6.7767176153722231e+00,  1.9884955952933947e+01,  1.6302354369555487e-05
