numberIndependentVariables,"""=""",9,,,,,,,,,,,,
velocity,elevator,aileron,rudder,p,q,r,alpha,beta,Cx,Cy,Cz,Cl,Cm,Cn
100,-20,10,-30,0,0,30,15,6,0.002416813,0.00126571,0.009445214,0.000145536,0.002148507,-0.000202072
100,-20,10,-30,0,0,30,15,8,0.002365951,0.001273486,0.009418606,0.000140721,0.002142564,-0.000202432
100,-20,10,-30,0,0,30,20,-8,0.002473701,0.001345687,0.009750339,0.000183027,0.002224739,-0.000219028
100,-20,10,-30,0,0,30,20,-6,0.002487641,0.001362433,0.009703371,0.000177926,0.002213676,-0.000220316
100,-20,10,-30,0,0,30,20,-4,0.002498314,0.001379052,0.009657659,0.000172827,0.002202936,-0.000221589
100,-20,10,-30,0,0,30,20,-2,0.002505728,0.001395551,0.009613204,0.00016773,0.002192518,-0.000222847
100,-20,10,-30,0,0,30,20,0,0.002509892,0.001411934,0.009570005,0.000162637,0.002182423,-0.000224093
100,-20,10,-30,0,0,30,20,2,0.002468638,0.001419867,0.009539389,0.000157741,0.002175459,-0.000224459
100,-20,10,-30,0,0,30,20,4,0.002424151,0.001427733,0.009510106,0.000152871,0.002168836,-0.000224819
100,-20,10,-30,0,0,30,20,6,0.002376426,0.001435535,0.00948216,0.000148027,0.002162555,-0.000225174
100,-20,10,-30,0,0,30,20,8,0.00232546,0.001443277,0.009455556,0.000143211,0.002156619,-0.000225525
100,-20,10,-30,0,30,-30,-20,-8,-0.002704652,-0.002225134,0.023978925,0.000383301,0.00697035,0.000417272
100,-20,10,-30,0,30,-30,-20,-6,-0.002535611,-0.002137272,0.023784729,0.000374911,0.006911323,0.000403805
100,-20,10,-30,0,30,-30,-20,-4,-0.002369747,-0.002050228,0.023592042,0.000366546,0.006852727,0.000390449
100,-20,10,-30,0,30,-30,-20,-2,-0.002207059,-0.001964012,0.023400878,0.000358209,0.006794563,0.000377208
100,-20,10,-30,0,30,-30,-20,0,-0.002047546,-0.001878636,0.023211247,0.000349899,0.006736832,0.000364081
100,-20,10,-30,0,30,-30,-20,2,-0.001948366,-0.001759003,0.023028765,0.000341559,0.006680915,0.000347515
100,-20,10,-30,0,30,-30,-20,4,-0.001851991,-0.001640298,0.022848021,0.000333275,0.006625476,0.000331064
100,-20,10,-30,0,30,-30,-20,6,-0.001758434,-0.001522523,0.022669022,0.000325049,0.006570513,0.000314729
100,-20,10,-30,0,30,-30,-20,8,-0.00166771,-0.001405683,0.022491777,0.000316882,0.006516026,0.00029851
100,-20,10,-30,0,30,-30,-15,-8,-0.002594602,-0.002077475,0.023829036,0.000383554,0.006911106,0.000395984
100,-20,10,-30,0,30,-30,-15,-6,-0.002425541,-0.001989838,0.023635408,0.000375169,0.006852279,0.000382543
100,-20,10,-30,0,30,-30,-15,-4,-0.002259658,-0.001903018,0.023443293,0.000366809,0.006793885,0.000369214
100,-20,10,-30,0,30,-30,-15,-2,-0.002096951,-0.001817027,0.023252702,0.000358477,0.006735923,0.000355998
100,-20,10,-30,0,30,-30,-15,0,-0.001937421,-0.001731875,0.023063646,0.000350173,0.006678395,0.000342898
100,-20,10,-30,0,30,-30,-15,2,-0.001838241,-0.00161244,0.022881735,0.000341838,0.006622681,0.000326357
100,-20,10,-30,0,30,-30,-15,4,-0.001741867,-0.001493932,0.022701565,0.000333559,0.006567445,0.000309931
100,-20,10,-30,0,30,-30,-15,6,-0.001648312,-0.001376356,0.022523143,0.000325338,0.006512687,0.00029362
100,-20,10,-30,0,30,-30,-15,8,-0.001557589,-0.001259714,0.022346477,0.000317176,0.006458406,0.000277427
100,-20,10,-30,0,30,-30,-10,-8,-0.002476299,-0.001904821,0.023663835,0.000384224,0.006845943,0.000371444
100,-20,10,-30,0,30,-30,-10,-6,-0.002307218,-0.001817434,0.023470846,0.000375845,0.006787342,0.000358032
100,-20,10,-30,0,30,-30,-10,-4,-0.002141315,-0.001730864,0.023279372,0.000367492,0.006729174,0.000344732
100,-20,10,-30,0,30,-30,-10,-2,-0.00197859,-0.001645122,0.023089425,0.000359165,0.006671441,0.000331546
100,-20,10,-30,0,30,-30,-10,0,-0.001819042,-0.001560221,0.022901016,0.000350868,0.006614141,0.000318475
100,-20,10,-30,0,30,-30,-10,2,-0.001719866,-0.001441005,0.022719747,0.000342539,0.006558655,0.000301962
100,-20,10,-30,0,30,-30,-10,4,-0.001623496,-0.001322717,0.022540222,0.000334266,0.006503649,0.000285564
100,-20,10,-30,0,30,-30,-10,6,-0.001529945,-0.00120536,0.022362448,0.000326051,0.006449121,0.000269281
100,-20,10,-30,0,30,-30,-10,8,-0.001439226,-0.001088937,0.022186434,0.000317895,0.006395071,0.000253115
100,-20,10,-30,0,30,-30,-5,-8,-0.002351308,-0.001706046,0.023484782,0.000385344,0.006775455,0.000343509
100,-20,10,-30,0,30,-30,-5,-6,-0.002182206,-0.001618933,0.023292502,0.000376972,0.006717104,0.000330129
100,-20,10,-30,0,30,-30,-5,-4,-0.002016284,-0.001532638,0.02310174,0.000368626,0.006659188,0.000316861
100,-20,10,-30,0,30,-30,-5,-2,-0.00185354,-0.001447172,0.022912508,0.000360306,0.006601708,0.000303707
100,-20,10,-30,0,30,-30,-5,0,-0.001693974,-0.001362545,0.022724818,0.000352015,0.006544662,0.000290668
100,-20,10,-30,0,30,-30,-5,2,-0.001594805,-0.00124357,0.022544261,0.000343693,0.006489429,0.000274186
100,-20,10,-30,0,30,-30,-5,4,-0.001498441,-0.001125522,0.022365452,0.000335428,0.006434677,0.000257819
100,-20,10,-30,0,30,-30,-5,6,-0.001404897,-0.001008406,0.022188398,0.00032722,0.006380405,0.000241567
100,-20,10,-30,0,30,-30,-5,8,-0.001314187,-0.000892225,0.022013107,0.000319071,0.006326613,0.000225432
100,-20,10,-30,0,30,-30,0,-8,-0.002231881,-0.001502808,0.023310874,0.000386615,0.006707054,0.000315032
100,-20,10,-30,0,30,-30,0,-6,-0.00206276,-0.00141597,0.023119303,0.00037825,0.006648954,0.000301685
100,-20,10,-30,0,30,-30,0,-4,-0.001896818,-0.001329948,0.022929253,0.000369911,0.00659129,0.00028845
100,-20,10,-30,0,30,-30,0,-2,-0.001734056,-0.001244756,0.022740736,0.000361599,0.006534062,0.000275328
100,-20,10,-30,0,30,-30,0,0,-0.001574473,-0.001160403,0.022553763,0.000353315,0.006477271,0.000262322
100,-20,10,-30,0,30,-30,0,2,-0.00147531,-0.001041667,0.022373918,0.000345,0.006422291,0.00024587
100,-20,10,-30,0,30,-30,0,4,-0.001378953,-0.00092386,0.022195825,0.000336741,0.006367793,0.000229534
100,-20,10,-30,0,30,-30,0,6,-0.001285417,-0.000806984,0.02201949,0.000328541,0.006313777,0.000213313
100,-20,10,-30,0,30,-30,0,8,-0.001194714,-0.000691043,0.021844922,0.000320399,0.006260242,0.000197208
100,-20,10,-30,0,30,-30,5,-8,-0.002149839,-0.001269627,0.023152377,0.000388631,0.006646194,0.000282645
100,-20,10,-30,0,30,-30,5,-6,-0.00198073,-0.001183012,0.022961451,0.000380274,0.006588324,0.000269324
100,-20,10,-30,0,30,-30,5,-4,-0.001814803,-0.001097214,0.02277205,0.000371943,0.006530892,0.000256114
100,-20,10,-30,0,30,-30,5,-2,-0.001652056,-0.001012245,0.022584184,0.000363639,0.006473897,0.000243019
100,-20,10,-30,0,30,-30,5,0,-0.001492489,-0.000928115,0.022397867,0.000355364,0.00641734,0.000230038
100,-20,10,-30,0,30,-30,5,2,-0.001393367,-0.000809568,0.022218671,0.000347057,0.006362594,0.000213611
100,-20,10,-30,0,30,-30,5,4,-0.001297052,-0.000691949,0.02204123,0.000338807,0.006308331,0.000197299
100,-20,10,-30,0,30,-30,5,6,-0.001203559,-0.000575261,0.021865552,0.000330615,0.006254551,0.000181102
100,-20,10,-30,0,30,-30,5,8,-0.0011129,-0.000459508,0.021691643,0.000322482,0.006201254,0.000165022
100,-20,10,-30,0,30,-30,10,-8,-0.002073532,-0.001033702,0.022999304,0.000390751,0.006587531,0.000249928
100,-20,10,-30,0,30,-30,10,-6,-0.001904435,-0.000947311,0.022809024,0.000382403,0.006529892,0.000236633
100,-20,10,-30,0,30,-30,10,-4,-0.001738521,-0.000861738,0.022620271,0.00037408,0.006472691,0.00022345
100,-20,10,-30,0,30,-30,10,-2,-0.001575789,-0.000776992,0.022433058,0.000365785,0.00641593,0.00021038
100,-20,10,-30,0,30,-30,10,0,-0.001416238,-0.000693086,0.022247395,0.000357518,0.006359607,0.000197426
100,-20,10,-30,0,30,-30,10,2,-0.001317156,-0.000574729,0.022068849,0.00034922,0.006305095,0.000181023
100,-20,10,-30,0,30,-30,10,4,-0.001220883,-0.000457299,0.021892061,0.000340979,0.006251067,0.000164735
100,-20,10,-30,0,30,-30,10,6,-0.001127432,-0.0003408,0.021717039,0.000332795,0.006197523,0.000148563
100,-20,10,-30,0,30,-30,10,8,-0.001036816,-0.000225236,0.021543792,0.000324671,0.006144463,0.000132507
100,-20,10,-30,0,30,-30,15,-8,-0.002011767,-0.000818856,0.022867403,0.000392611,0.006537162,0.00022001
100,-20,10,-30,0,30,-30,15,-6,-0.001842683,-0.000732665,0.022677698,0.000384271,0.006479729,0.000206738
100,-20,10,-30,0,30,-30,15,-4,-0.001676782,-0.000647291,0.022489523,0.000375956,0.006422735,0.000193579
100,-20,10,-30,0,30,-30,15,-2,-0.001514065,-0.000562744,0.022302891,0.000367669,0.006366181,0.000180533
100,-20,10,-30,0,30,-30,15,0,-0.001354529,-0.000479036,0.022117812,0.00035941,0.006310068,0.000167602
100,-20,10,-30,0,30,-30,15,2,-0.001255485,-0.000360846,0.021939844,0.00035112,0.006255763,0.000151221
100,-20,10,-30,0,30,-30,15,4,-0.00115925,-0.000243584,0.021763638,0.000342886,0.006201945,0.000134955
100,-20,10,-30,0,30,-30,15,6,-0.001065838,-0.000127253,0.021589201,0.000334711,0.006148612,0.000118805
100,-20,10,-30,0,30,-30,15,8,-0.000975262,-1.19E-05,0.021416541,0.000326594,0.006095764,0.000102771
100,-20,10,-30,0,30,-30,20,-8,-0.001962959,-0.000625955,0.022755171,0.000394182,0.006494479,0.000192998
100,-20,10,-30,0,30,-30,20,-6,-0.001793887,-0.000539937,0.022565971,0.000385848,0.006437226,0.000179747
100,-20,10,-30,0,30,-30,20,-4,-0.001627999,-0.000454736,0.022378303,0.000377541,0.006380414,0.000166608
100,-20,10,-30,0,30,-30,20,-2,-0.001465296,-0.000370363,0.022192179,0.000369261,0.006324043,0.000153583
100,-20,10,-30,0,30,-30,20,0,-0.001305776,-0.000286828,0.022007612,0.000361009,0.006268113,0.000140672
100,-20,10,-30,0,30,-30,20,2,-0.001206767,-0.000168784,0.021830151,0.000352726,0.006213991,0.000124311
100,-20,10,-30,0,30,-30,20,4,-0.001110567,-5.17E-05,0.021654455,0.0003445,0.006160356,0.000108064
100,-20,10,-30,0,30,-30,20,6,-0.001017192,6.45E-05,0.021480532,0.000336331,0.006107208,9.19E-05
100,-20,10,-30,0,30,-30,20,8,-0.000926653,0.00017977,0.021308388,0.000328222,0.006054546,7.59E-05
100,-20,10,-30,0,30,0,-20,-8,3.88E-05,-0.000329515,0.020115233,0.000362934,0.005628383,9.63E-05
100,-20,10,-30,0,30,0,-20,-6,0.000223454,-0.000243263,0.019932021,0.000354386,0.005573168,8.30E-05
100,-20,10,-30,0,30,0,-20,-4,0.000403921,-0.000158529,0.019751349,0.000345875,0.005518747,7.00E-05
100,-20,10,-30,0,30,0,-20,-2,0.000580205,-7.53E-05,0.019573218,0.000337401,0.005465117,5.72E-05
100,-20,10,-30,0,30,0,-20,0,0.000752315,6.37E-06,0.019397631,0.000328967,0.005412274,4.47E-05
100,-20,10,-30,0,30,0,-20,2,0.000855852,0.000126766,0.019229069,0.000320462,0.005361197,2.81E-05
100,-20,10,-30,0,30,0,-20,4,0.000955671,0.000245622,0.019063253,0.000312025,0.005310952,1.18E-05
100,-20,10,-30,0,30,0,-20,6,0.001051765,0.000362944,0.018900179,0.000303657,0.005261535,-4.38E-06
100,-20,10,-30,0,30,0,-20,8,0.001144125,0.000478736,0.018739846,0.00029536,0.00521294,-2.03E-05
100,-20,10,-30,0,30,0,-15,-8,0.000144458,-0.000181684,0.019979472,0.000363432,0.005574108,7.50E-05
100,-20,10,-30,0,30,0,-15,-6,0.00032909,-9.57E-05,0.019796899,0.000354891,0.00551912,6.18E-05
100,-20,10,-30,0,30,0,-15,-4,0.000509532,-1.12E-05,0.019616864,0.000346387,0.005464924,4.88E-05
100,-20,10,-30,0,30,0,-15,-2,0.000685791,7.17E-05,0.019439371,0.000337921,0.005411519,3.61E-05
100,-20,10,-30,0,30,0,-15,0,0.000857877,0.000153108,0.019264423,0.000329494,0.005358902,2.35E-05
100,-20,10,-30,0,30,0,-15,2,0.000961397,0.000273258,0.019096493,0.000320996,0.00530805,6.99E-06
100,-20,10,-30,0,30,0,-15,4,0.0010612,0.000391869,0.018931309,0.000312566,0.00525803,-9.33E-06
100,-20,10,-30,0,30,0,-15,6,0.001157277,0.000508946,0.018768868,0.000304205,0.005208837,-2.54E-05
100,-20,10,-30,0,30,0,-15,8,0.001249622,0.000624493,0.018609168,0.000295914,0.005160468,-4.13E-05
100,-20,10,-30,0,30,0,-10,-8,0.000257703,-8.78E-06,0.019830306,0.000364388,0.005514592,5.05E-05
100,-20,10,-30,0,30,0,-10,-6,0.000442304,7.69E-05,0.01964845,0.000355856,0.005459857,3.73E-05
100,-20,10,-30,0,30,0,-10,-4,0.000622716,0.000161049,0.019469134,0.00034736,0.005405916,2.44E-05
100,-20,10,-30,0,30,0,-10,-2,0.000798946,0.000243683,0.019292359,0.000338902,0.005352765,1.16E-05
100,-20,10,-30,0,30,0,-10,0,0.000971001,0.000324791,0.019118128,0.000330483,0.005300402,-8.50E-07
100,-20,10,-30,0,30,0,-10,2,0.0010745,0.000444668,0.018950909,0.000321994,0.005249803,-1.73E-05
100,-20,10,-30,0,30,0,-10,4,0.001174282,0.000563007,0.018786436,0.000313571,0.005200036,-3.36E-05
100,-20,10,-30,0,30,0,-10,6,0.001270338,0.00067981,0.018624706,0.000305219,0.005151096,-4.97E-05
100,-20,10,-30,0,30,0,-10,8,0.001362662,0.000795084,0.018465718,0.000296936,0.00510298,-6.56E-05
100,-20,10,-30,0,30,0,-5,-8,0.00037697,0.000190327,0.019669195,0.000365835,0.005450425,2.26E-05
100,-20,10,-30,0,30,0,-5,-6,0.000561536,0.000275663,0.019488137,0.000357313,0.005395973,9.42E-06
100,-20,10,-30,0,30,0,-5,-4,0.000741912,0.000359482,0.019309618,0.000348826,0.005342314,-3.48E-06
100,-20,10,-30,0,30,0,-5,-2,0.000918107,0.000441779,0.01913364,0.000340378,0.005289445,-1.62E-05
100,-20,10,-30,0,30,0,-5,0,0.001090127,0.000522551,0.018960206,0.000331969,0.005237364,-2.86E-05
100,-20,10,-30,0,30,0,-5,2,0.0011936,0.000642127,0.018793777,0.000323488,0.005187047,-4.51E-05
100,-20,10,-30,0,30,0,-5,4,0.001293356,0.000760165,0.018630093,0.000315075,0.00513756,-6.13E-05
100,-20,10,-30,0,30,0,-5,6,0.001389386,0.000876668,0.018469153,0.000306732,0.005088902,-7.73E-05
100,-20,10,-30,0,30,0,-5,8,0.001481684,0.000991641,0.018310955,0.000298458,0.005041067,-9.32E-05
100,-20,10,-30,0,30,0,0,-8,0.000490686,0.000393908,0.019513229,0.000367433,0.005388346,-5.91E-06
100,-20,10,-30,0,30,0,0,-6,0.000675216,0.000478907,0.019332968,0.00035892,0.005334175,-1.90E-05
100,-20,10,-30,0,30,0,0,-4,0.000855557,0.00056239,0.019155246,0.000350444,0.005280799,-3.19E-05
100,-20,10,-30,0,30,0,0,-2,0.001031715,0.000644351,0.018980064,0.000342005,0.005228212,-4.45E-05
100,-20,10,-30,0,30,0,0,0,0.001203699,0.000724787,0.018807426,0.000333605,0.005176414,-5.69E-05
100,-20,10,-30,0,30,0,0,2,0.001307146,0.000844064,0.018641786,0.000325134,0.005126376,-7.33E-05
100,-20,10,-30,0,30,0,0,4,0.001406876,0.000961803,0.018478892,0.000316731,0.005077171,-8.95E-05
100,-20,10,-30,0,30,0,0,6,0.00150288,0.001078006,0.018318742,0.000308396,0.005028794,-0.000105524
100,-20,10,-30,0,30,0,0,8,0.001595152,0.001192679,0.018161333,0.000300132,0.00498124,-0.000121299
100,-20,10,-30,0,30,0,5,-8,0.000565509,0.000628124,0.019373301,0.00036979,0.005334109,-3.84E-05
100,-20,10,-30,0,30,0,5,-6,0.000749975,0.000712839,0.019193771,0.000361288,0.0052802,-5.14E-05
100,-20,10,-30,0,30,0,5,-4,0.000930251,0.000796037,0.019016779,0.000352823,0.005227084,-6.43E-05
100,-20,10,-30,0,30,0,5,-2,0.001106345,0.000877714,0.018842327,0.000344395,0.005174758,-7.69E-05
100,-20,10,-30,0,30,0,5,0,0.001278265,0.000957866,0.018670418,0.000336006,0.005123221,-8.92E-05
100,-20,10,-30,0,30,0,5,2,0.001381656,0.001076895,0.0185055,0.000327546,0.005073443,-0.000105626
100,-20,10,-30,0,30,0,5,4,0.001481329,0.001194386,0.018343328,0.000319153,0.005024497,-0.000121797
100,-20,10,-30,0,30,0,5,6,0.001577278,0.001310341,0.0181839,0.000310829,0.00497638,-0.000137754
100,-20,10,-30,0,30,0,5,8,0.001669494,0.001424767,0.018027215,0.000302576,0.004929086,-0.000153496
100,-20,10,-30,0,30,0,10,-8,0.000634593,0.000865072,0.019238804,0.000372251,0.005282072,-7.12E-05
100,-20,10,-30,0,30,0,10,-6,0.000818996,0.000949501,0.019060004,0.000363761,0.005228424,-8.42E-05
100,-20,10,-30,0,30,0,10,-4,0.000999208,0.001032413,0.018883742,0.000355306,0.005175569,-9.70E-05
100,-20,10,-30,0,30,0,10,-2,0.001175238,0.001113805,0.01871002,0.00034689,0.005123504,-0.000109559
100,-20,10,-30,0,30,0,10,0,0.001347093,0.001193671,0.018538842,0.000338512,0.005072228,-0.000121896
100,-20,10,-30,0,30,0,10,2,0.001450428,0.001312453,0.018374645,0.000330062,0.005022709,-0.000138249
100,-20,10,-30,0,30,0,10,4,0.001550046,0.001429695,0.018213196,0.000321681,0.004974024,-0.000154388
100,-20,10,-30,0,30,0,10,6,0.001645939,0.001545402,0.018054491,0.000313368,0.004926166,-0.000170311
100,-20,10,-30,0,30,0,10,8,0.0017381,0.001659579,0.017898528,0.000305125,0.004879132,-0.00018602
100,-20,10,-30,0,30,0,15,-8,0.000689805,0.001080854,0.019123574,0.00037441,0.005237655,-0.000101189
100,-20,10,-30,0,30,0,15,-6,0.000874149,0.00116503,0.018945425,0.00036593,0.005184239,-0.000114174
100,-20,10,-30,0,30,0,15,-4,0.001054304,0.001247688,0.018769814,0.000357486,0.005131616,-0.000126933
100,-20,10,-30,0,30,0,15,-2,0.001230275,0.001328826,0.018596742,0.000349079,0.005079785,-0.000139466
100,-20,10,-30,0,30,0,15,0,0.001402072,0.00140844,0.018426214,0.000340712,0.005028741,-0.000151771
100,-20,10,-30,0,30,0,15,2,0.001505356,0.001527,0.018262661,0.000332272,0.004979454,-0.000168094
100,-20,10,-30,0,30,0,15,4,0.001604923,0.001644022,0.018101855,0.000323901,0.004930999,-0.000184203
100,-20,10,-30,0,30,0,15,6,0.001700765,0.001759508,0.017943793,0.000315598,0.004883373,-0.000200096
100,-20,10,-30,0,30,0,15,8,0.001792875,0.001873465,0.017788475,0.000307365,0.004836572,-0.000215775
100,-20,10,-30,0,30,0,20,-8,0.000732731,0.00127461,0.019026108,0.000376237,0.005200248,-0.000128288
100,-20,10,-30,0,30,0,20,-6,0.000917023,0.001358563,0.018848529,0.000367766,0.005147036,-0.000141245
100,-20,10,-30,0,30,0,20,-4,0.001097125,0.001441,0.018673489,0.000359331,0.005094618,-0.000153976
100,-20,10,-30,0,30,0,20,-2,0.001273044,0.001521917,0.018500988,0.000350934,0.00504299,-0.00016648
100,-20,10,-30,0,30,0,20,0,0.001444788,0.001601309,0.018331029,0.000342576,0.004992151,-0.000178757
100,-20,10,-30,0,30,0,20,2,0.001548026,0.001719677,0.018168041,0.000334146,0.004943067,-0.000195055
100,-20,10,-30,0,30,0,20,4,0.001647546,0.001836506,0.018007799,0.000325783,0.004894816,-0.000211137
100,-20,10,-30,0,30,0,20,6,0.001743342,0.0019518,0.017850302,0.000317489,0.004847393,-0.000227004
100,-20,10,-30,0,30,0,20,8,0.001835405,0.002065564,0.017695548,0.000309266,0.004800795,-0.000242656
100,-20,10,-30,0,30,30,-20,-8,0.001423809,0.001411522,0.016464483,0.000342434,0.004358236,-0.000187943
100,-20,10,-30,0,30,30,-20,-6,0.001570118,0.001469724,0.016300115,0.000334876,0.004309643,-0.000196519
100,-20,10,-30,0,30,30,-20,-4,0.001712538,0.001526459,0.016138663,0.000327353,0.004261973,-0.000204876
100,-20,10,-30,0,30,30,-20,-2,0.001851083,0.00158173,0.015980117,0.000319863,0.004215221,-0.000213014
100,-20,10,-30,0,30,30,-20,0,0.001985765,0.001635541,0.015824472,0.000312409,0.004169379,-0.000220935
100,-20,10,-30,0,30,30,-20,2,0.002059705,0.001723178,0.015676778,0.000304933,0.004125689,-0.000232209
100,-20,10,-30,0,30,30,-20,4,0.002130179,0.001809299,0.015532153,0.000297518,0.004082942,-0.000243272
100,-20,10,-30,0,30,30,-20,6,0.002197185,0.001893914,0.015390585,0.000290167,0.004041129,-0.000254124
100,-20,10,-30,0,30,30,-20,8,0.002260722,0.001977035,0.015252061,0.00028288,0.004000245,-0.000264768
100,-20,10,-30,0,30,30,-15,-8,0.001526302,0.001559185,0.016343414,0.000343184,0.004309136,-0.000209177
100,-20,10,-30,0,30,30,-15,-6,0.001672638,0.00161718,0.016179631,0.000335633,0.004260749,-0.000217729
100,-20,10,-30,0,30,30,-15,-4,0.001815084,0.001673708,0.01601876,0.000328114,0.004213285,-0.000226062
100,-20,10,-30,0,30,30,-15,-2,0.001953656,0.001728772,0.015860794,0.00032063,0.004166737,-0.000234177
100,-20,10,-30,0,30,30,-15,0,0.002088367,0.001782377,0.015705724,0.000313182,0.004121099,-0.000242074
100,-20,10,-30,0,30,30,-15,2,0.002162317,0.001869834,0.015558598,0.00030571,0.00407761,-0.000253327
100,-20,10,-30,0,30,30,-15,4,0.002232802,0.001955774,0.015414537,0.000298301,0.004035062,-0.000264367
100,-20,10,-30,0,30,30,-15,6,0.002299819,0.002040209,0.01527353,0.000290955,0.00399345,-0.000275197
100,-20,10,-30,0,30,30,-15,8,0.002363369,0.002123151,0.015135566,0.000283673,0.003952764,-0.000285819
100,-20,10,-30,0,30,30,-10,-8,0.001635865,0.001731957,0.01621092,0.000344436,0.004255496,-0.000233653
100,-20,10,-30,0,30,30,-10,-6,0.001782228,0.001789723,0.016047794,0.000336891,0.004207341,-0.000242179
100,-20,10,-30,0,30,30,-10,-4,0.001924702,0.001846021,0.015887577,0.000329379,0.004160108,-0.000250486
100,-20,10,-30,0,30,30,-10,-2,0.002063302,0.001900855,0.015730262,0.000321901,0.00411379,-0.000258574
100,-20,10,-30,0,30,30,-10,0,0.002198041,0.001954231,0.01557584,0.000314459,0.004068381,-0.000266446
100,-20,10,-30,0,30,30,-10,2,0.002272001,0.002041489,0.01542935,0.000306994,0.004025118,-0.000277674
100,-20,10,-30,0,30,30,-10,4,0.002342495,0.00212723,0.015285924,0.00029959,0.003982796,-0.000288689
100,-20,10,-30,0,30,30,-10,6,0.002409523,0.002211466,0.015145549,0.00029225,0.003941408,-0.000299495
100,-20,10,-30,0,30,30,-10,8,0.002473084,0.002294209,0.015008213,0.000284974,0.003900945,-0.000310092
100,-20,10,-30,0,30,30,-5,-8,0.001750937,0.001930971,0.016068462,0.000346221,0.004197909,-0.000261516
100,-20,10,-30,0,30,30,-5,-6,0.001897327,0.001988484,0.015906066,0.000338683,0.004150012,-0.000270013
100,-20,10,-30,0,30,30,-5,-4,0.00203983,0.00204453,0.015746575,0.000331179,0.004103035,-0.000278291
100,-20,10,-30,0,30,30,-5,-2,0.002178459,0.002099112,0.015589982,0.000323708,0.004056972,-0.000286351
100,-20,10,-30,0,30,30,-5,0,0.002313228,0.002152235,0.015436279,0.000316273,0.004011818,-0.000294194
100,-20,10,-30,0,30,30,-5,2,0.002387195,0.002239275,0.015290496,0.000308815,0.003968806,-0.000305394
100,-20,10,-30,0,30,30,-5,4,0.002457697,0.002324798,0.015147773,0.000301418,0.003926734,-0.000316383
100,-20,10,-30,0,30,30,-5,6,0.002524735,0.002408816,0.015008099,0.000294085,0.003885595,-0.000327161
100,-20,10,-30,0,30,30,-5,8,0.002588306,0.00249134,0.014871461,0.000286816,0.003845381,-0.000337731
100,-20,10,-30,0,30,30,0,-8,0.00186046,0.00213447,0.015931144,0.000348157,0.004142406,-0.000289923
100,-20,10,-30,0,30,30,0,-6,0.002006878,0.002191732,0.015769476,0.000340626,0.004094767,-0.000298392
100,-20,10,-30,0,30,30,0,-4,0.002149409,0.002247526,0.015610711,0.000333129,0.004048046,-0.000306641
100,-20,10,-30,0,30,30,0,-2,0.002288067,0.002301856,0.01545484,0.000325666,0.004002239,-0.000314672
100,-20,10,-30,0,30,30,0,0,0.002422866,0.002354728,0.015301856,0.000318238,0.003957339,-0.000322486
100,-20,10,-30,0,30,30,0,2,0.002496839,0.002441551,0.015156779,0.000310787,0.003914578,-0.000333659
100,-20,10,-30,0,30,30,0,4,0.002567349,0.002526857,0.015014759,0.000303398,0.003872756,-0.000344621
100,-20,10,-30,0,30,30,0,6,0.002634395,0.002610657,0.014875786,0.000296072,0.003831866,-0.000355372
100,-20,10,-30,0,30,30,0,8,0.002697976,0.002692965,0.014739846,0.000288809,0.0037919,-0.000365914
100,-20,10,-30,0,30,30,5,-8,0.001929578,0.00236931,0.015810486,0.000350866,0.004095047,-0.000322427
100,-20,10,-30,0,30,30,5,-6,0.002075987,0.002426373,0.015649482,0.000343345,0.004047644,-0.000330873
100,-20,10,-30,0,30,30,5,-4,0.00221851,0.002481968,0.015491377,0.000335857,0.00400116,-0.0003391
100,-20,10,-30,0,30,30,5,-2,0.002357161,0.0025361,0.015336162,0.000328402,0.003955588,-0.000347109
100,-20,10,-30,0,30,30,5,0,0.002491953,0.002588773,0.015183831,0.000320983,0.003910921,-0.0003549
100,-20,10,-30,0,30,30,5,2,0.002565897,0.002675431,0.015039394,0.000313541,0.003868391,-0.000366053
100,-20,10,-30,0,30,30,5,4,0.002636379,0.002760572,0.014898012,0.00030616,0.003826798,-0.000376994
100,-20,10,-30,0,30,30,5,6,0.002703399,0.002844208,0.014759673,0.000298842,0.003786137,-0.000387725
100,-20,10,-30,0,30,30,5,8,0.002766954,0.00292635,0.014624364,0.000291587,0.003746398,-0.000398247
100,-20,10,-30,0,30,30,10,-8,0.001992942,0.002606869,0.015695262,0.00035368,0.004049888,-0.000355258
100,-20,10,-30,0,30,30,10,-6,0.002139343,0.002663732,0.015534922,0.000346167,0.004002723,-0.000363682
100,-20,10,-30,0,30,30,10,-4,0.002281859,0.002719127,0.015377477,0.000338688,0.003956475,-0.000371886
100,-20,10,-30,0,30,30,10,-2,0.002420502,0.002773059,0.015222919,0.000331243,0.003911138,-0.000379872
100,-20,10,-30,0,30,30,10,0,0.002555288,0.002825532,0.015071241,0.000323832,0.003866705,-0.000387641
100,-20,10,-30,0,30,30,10,2,0.002629203,0.002912025,0.014927444,0.000316398,0.003824405,-0.000398774
100,-20,10,-30,0,30,30,10,4,0.002699658,0.002997001,0.0147867,0.000309026,0.003783042,-0.000409694
100,-20,10,-30,0,30,30,10,6,0.002766651,0.003080471,0.014648995,0.000301716,0.003742609,-0.000420404
100,-20,10,-30,0,30,30,10,8,0.002830182,0.003162448,0.014514317,0.00029447,0.003703098,-0.000430905
