numberIndependentVariables,"""=""",9,,,,,,,,,,,,
velocity,elevator,aileron,rudder,p,q,r,alpha,beta,Cx,Cy,Cz,Cl,Cm,Cn
100,0,10,-30,-90,30,30,15,4,0.052430582,0.010642227,0.024191496,-6.71E-05,0.006563912,-0.001609666
100,0,10,-30,-90,30,30,15,6,0.052282297,0.010511091,0.024367968,-5.81E-05,0.006606991,-0.001587873
100,0,10,-30,-90,30,30,15,8,0.052133917,0.010380111,0.024545736,-4.91E-05,0.006650137,-0.001566105
100,0,10,-30,-90,30,30,20,-8,0.05278563,0.011963546,0.024484081,-0.000124013,0.006651163,-0.001815757
100,0,10,-30,-90,30,30,20,-6,0.052766841,0.011757017,0.024358443,-0.000116193,0.006620977,-0.001786447
100,0,10,-30,-90,30,30,20,-4,0.052747756,0.011550343,0.024233907,-0.000108369,0.006590816,-0.001757122
100,0,10,-30,-90,30,30,20,-2,0.052728374,0.011343522,0.02411047,-0.000100542,0.006560676,-0.00172778
100,0,10,-30,-90,30,30,20,0,0.052708697,0.011136556,0.023988128,-9.27E-05,0.006530556,-0.001698422
100,0,10,-30,-90,30,30,20,2,0.05256058,0.011005132,0.024161937,-8.38E-05,0.006573474,-0.001676581
100,0,10,-30,-90,30,30,20,4,0.052412369,0.010873862,0.024337036,-7.49E-05,0.006616459,-0.001654765
100,0,10,-30,-90,30,30,20,6,0.052264062,0.010742748,0.02451343,-6.59E-05,0.00665951,-0.001632975
100,0,10,-30,-90,30,30,20,8,0.05211566,0.010611789,0.024691121,-5.68E-05,0.006702626,-0.001611209
100,0,10,-30,0,-30,-30,-20,-8,-0.001126862,-0.002056986,-0.000986979,0.000155228,-0.000348793,0.000193062
100,0,10,-30,0,-30,-30,-20,-6,-0.000999014,-0.002081393,-0.001102789,0.000150738,-0.00038254,0.000198395
100,0,10,-30,0,-30,-30,-20,-4,-0.000874311,-0.00210558,-0.00121982,0.000146231,-0.000416794,0.00020369
100,0,10,-30,0,-30,-30,-20,-2,-0.000752744,-0.002129547,-0.001338071,0.000141709,-0.000451551,0.000208948
100,0,10,-30,0,-30,-30,-20,0,-0.000634304,-0.002153293,-0.001457536,0.000137173,-0.000486807,0.000214169
100,0,10,-30,0,-30,-30,-20,2,-0.000586948,-0.002242878,-0.001564179,0.000132573,-0.00051903,0.00022597
100,0,10,-30,0,-30,-30,-20,4,-0.000542497,-0.002332107,-0.001672265,0.000127996,-0.000551802,0.000237727
100,0,10,-30,0,-30,-30,-20,6,-0.000500955,-0.00242099,-0.001781784,0.000123442,-0.000585116,0.000249441
100,0,10,-30,0,-30,-30,-20,8,-0.000462324,-0.002509534,-0.001892725,0.000118912,-0.000618966,0.000261114
100,0,10,-30,0,-30,-30,-15,-8,-0.001163421,-0.001930675,-0.000943829,0.00015687,-0.000332161,0.000174861
100,0,10,-30,0,-30,-30,-15,-6,-0.001035652,-0.001954888,-0.001059383,0.000152376,-0.000365812,0.000180166
100,0,10,-30,0,-30,-30,-15,-4,-0.000911028,-0.001978879,-0.001176159,0.000147865,-0.000399971,0.000185433
100,0,10,-30,0,-30,-30,-15,-2,-0.000789539,-0.00200265,-0.001294156,0.00014334,-0.000434633,0.000190663
100,0,10,-30,0,-30,-30,-15,0,-0.000671176,-0.002026199,-0.001413369,0.000138801,-0.000469794,0.000195856
100,0,10,-30,0,-30,-30,-15,2,-0.000623889,-0.00211557,-0.001519754,0.000134198,-0.000501922,0.000207628
100,0,10,-30,0,-30,-30,-15,4,-0.000579507,-0.002204583,-0.001627584,0.000129618,-0.000534599,0.000219355
100,0,10,-30,0,-30,-30,-15,6,-0.000538034,-0.002293248,-0.001736847,0.000125061,-0.000567819,0.00023104
100,0,10,-30,0,-30,-30,-15,8,-0.00049947,-0.002381576,-0.001847534,0.000120528,-0.000601575,0.000242683
100,0,10,-30,0,-30,-30,-10,-8,-0.001209906,-0.001790871,-0.00089273,0.000158816,-0.000312268,0.00015486
100,0,10,-30,0,-30,-30,-10,-6,-0.001082223,-0.001814861,-0.001007986,0.000154319,-0.000345808,0.000160133
100,0,10,-30,0,-30,-30,-10,-4,-0.000957684,-0.00183863,-0.001124467,0.000149805,-0.000379857,0.000165369
100,0,10,-30,0,-30,-30,-10,-2,-0.000836279,-0.001862177,-0.001242169,0.000145276,-0.000414409,0.000170567
100,0,10,-30,0,-30,-30,-10,0,-0.000718001,-0.001885502,-0.001361089,0.000140734,-0.000449462,0.000175728
100,0,10,-30,0,-30,-30,-10,2,-0.000670789,-0.001974627,-0.001467175,0.000136128,-0.000481479,0.000187467
100,0,10,-30,0,-30,-30,-10,4,-0.000626481,-0.002063395,-0.001574707,0.000131544,-0.000514046,0.000199161
100,0,10,-30,0,-30,-30,-10,6,-0.000585082,-0.002151814,-0.001683674,0.000126984,-0.000547156,0.000210813
100,0,10,-30,0,-30,-30,-10,8,-0.000546592,-0.002239894,-0.001794066,0.000122448,-0.000580804,0.000222423
100,0,10,-30,0,-30,-30,-5,-8,-0.001267228,-0.001638085,-0.000832867,0.000161047,-0.000288784,0.000133116
100,0,10,-30,0,-30,-30,-5,-6,-0.001139637,-0.001661825,-0.000947785,0.000156546,-0.000322198,0.000138354
100,0,10,-30,0,-30,-30,-5,-4,-0.001015189,-0.001685344,-0.001063929,0.000152029,-0.000356121,0.000143555
100,0,10,-30,0,-30,-30,-5,-2,-0.000893876,-0.00170864,-0.001181296,0.000147497,-0.000390549,0.000148718
100,0,10,-30,0,-30,-30,-5,0,-0.000775689,-0.001731712,-0.001299883,0.000142951,-0.000425478,0.000153843
100,0,10,-30,0,-30,-30,-5,2,-0.000728556,-0.001820563,-0.001405629,0.000138342,-0.00045737,0.000165545
100,0,10,-30,0,-30,-30,-5,4,-0.000684329,-0.001909054,-0.001512822,0.000133755,-0.000489813,0.000177203
100,0,10,-30,0,-30,-30,-5,6,-0.000643009,-0.001997197,-0.001621452,0.000129191,-0.000522799,0.000188818
100,0,10,-30,0,-30,-30,-5,8,-0.000604597,-0.002084999,-0.001731509,0.000124652,-0.000556324,0.000200391
100,0,10,-30,0,-30,-30,0,-8,-0.001327853,-0.001486818,-0.000770055,0.000163198,-0.000264101,0.000111527
100,0,10,-30,0,-30,-30,0,-6,-0.001200354,-0.00151031,-0.000884635,0.000158693,-0.00029739,0.000116731
100,0,10,-30,0,-30,-30,0,-4,-0.001075998,-0.001533579,-0.001000443,0.000154173,-0.000331188,0.000121896
100,0,10,-30,0,-30,-30,0,-2,-0.000954776,-0.001556624,-0.001117475,0.000149637,-0.000365492,0.000127024
100,0,10,-30,0,-30,-30,0,0,-0.00083668,-0.001579445,-0.001235729,0.000145088,-0.000400297,0.000132115
100,0,10,-30,0,-30,-30,0,2,-0.000789627,-0.001668021,-0.001341135,0.000140476,-0.000432064,0.00014378
100,0,10,-30,0,-30,-30,0,4,-0.000745479,-0.001756238,-0.00144799,0.000135885,-0.000464382,0.000155402
100,0,10,-30,0,-30,-30,0,6,-0.000704238,-0.001844104,-0.001556284,0.000131319,-0.000497245,0.00016698
100,0,10,-30,0,-30,-30,0,8,-0.000665906,-0.00193163,-0.001666005,0.000126776,-0.000530646,0.000178516
100,0,10,-30,0,-30,-30,5,-8,-0.001430119,-0.001372402,-0.000704836,0.000164476,-0.000236177,9.47E-05
100,0,10,-30,0,-30,-30,5,-6,-0.001302657,-0.00139561,-0.000818962,0.000159969,-0.000269303,9.99E-05
100,0,10,-30,0,-30,-30,5,-4,-0.001178338,-0.001418595,-0.000934319,0.000155446,-0.00030294,0.000105009
100,0,10,-30,0,-30,-30,5,-2,-0.001057153,-0.001441355,-0.001050902,0.000150908,-0.000337083,0.000110097
100,0,10,-30,0,-30,-30,5,0,-0.000939093,-0.001463891,-0.001168708,0.000146357,-0.000371728,0.000115148
100,0,10,-30,0,-30,-30,5,2,-0.000892068,-0.001552159,-0.00127366,0.000141741,-0.000403334,0.000126773
100,0,10,-30,0,-30,-30,5,4,-0.000847947,-0.001640067,-0.001380063,0.000137149,-0.000435491,0.000138354
100,0,10,-30,0,-30,-30,5,6,-0.000806734,-0.001727624,-0.001487906,0.000132579,-0.000468194,0.000149891
100,0,10,-30,0,-30,-30,5,8,-0.000768429,-0.00181484,-0.001597178,0.000128034,-0.000501436,0.000161386
100,0,10,-30,0,-30,-30,10,-8,-0.001535498,-0.001261032,-0.000636937,0.000165637,-0.000207161,7.83E-05
100,0,10,-30,0,-30,-30,10,-6,-0.001408072,-0.001283956,-0.00075061,0.000161128,-0.000240125,8.34E-05
100,0,10,-30,0,-30,-30,10,-4,-0.00128379,-0.001306656,-0.000865515,0.000156602,-0.000273601,8.85E-05
100,0,10,-30,0,-30,-30,10,-2,-0.001162642,-0.001329131,-0.000981648,0.000152062,-0.000307583,9.35E-05
100,0,10,-30,0,-30,-30,10,0,-0.00104462,-0.00135138,-0.001099006,0.000147507,-0.000342068,9.85E-05
100,0,10,-30,0,-30,-30,10,2,-0.000997622,-0.00143934,-0.001203504,0.00014289,-0.000373512,0.000110111
100,0,10,-30,0,-30,-30,10,4,-0.000953529,-0.001526939,-0.001309454,0.000138295,-0.000405508,0.000121651
100,0,10,-30,0,-30,-30,10,6,-0.000912343,-0.001614187,-0.001416845,0.000133723,-0.000438051,0.000133147
100,0,10,-30,0,-30,-30,10,8,-0.000874066,-0.001701092,-0.001525667,0.000129176,-0.000471133,0.000144601
100,0,10,-30,0,-30,-30,15,-8,-0.001634498,-0.001165843,-0.000573911,0.000166362,-0.000180153,6.39E-05
100,0,10,-30,0,-30,-30,15,-6,-0.001507103,-0.001188509,-0.000687172,0.00016185,-0.00021297,6.90E-05
100,0,10,-30,0,-30,-30,15,-4,-0.001382851,-0.001210952,-0.000801666,0.000157322,-0.000246299,7.40E-05
100,0,10,-30,0,-30,-30,15,-2,-0.001261734,-0.001233169,-0.000917389,0.000152779,-0.000280135,7.90E-05
100,0,10,-30,0,-30,-30,15,0,-0.001143742,-0.00125516,-0.001034339,0.000148223,-0.000314474,8.40E-05
100,0,10,-30,0,-30,-30,15,2,-0.001096766,-0.001342842,-0.001138424,0.000143603,-0.000345772,9.55E-05
100,0,10,-30,0,-30,-30,15,4,-0.001052695,-0.001430162,-0.001243961,0.000139006,-0.000377622,0.000107048
100,0,10,-30,0,-30,-30,15,6,-0.001011531,-0.00151713,-0.001350942,0.000134432,-0.000410018,0.000118507
100,0,10,-30,0,-30,-30,15,8,-0.000973277,-0.001603755,-0.001459355,0.000129882,-0.000442955,0.000129924
100,0,10,-30,0,-30,-30,20,-8,-0.00172624,-0.001086086,-0.00051653,0.000166673,-0.000155467,5.15E-05
100,0,10,-30,0,-30,-30,20,-6,-0.001598868,-0.001108523,-0.000629419,0.000162159,-0.000188152,5.65E-05
100,0,10,-30,0,-30,-30,20,-4,-0.00147464,-0.001130736,-0.000743542,0.000157629,-0.000221348,6.15E-05
100,0,10,-30,0,-30,-30,20,-2,-0.001353547,-0.001152722,-0.000858897,0.000153084,-0.000255053,6.65E-05
100,0,10,-30,0,-30,-30,20,0,-0.001235579,-0.001174483,-0.000975479,0.000148526,-0.000289262,7.15E-05
100,0,10,-30,0,-30,-30,20,2,-0.001188619,-0.001261916,-0.001079191,0.000143904,-0.000320427,8.30E-05
100,0,10,-30,0,-30,-30,20,4,-0.001144564,-0.001348987,-0.001184357,0.000139304,-0.000352145,9.45E-05
100,0,10,-30,0,-30,-30,20,6,-0.001103417,-0.001435706,-0.001290968,0.000134728,-0.000384411,0.00010588
100,0,10,-30,0,-30,-30,20,8,-0.001065179,-0.001522082,-0.001399012,0.000130176,-0.000417217,0.000117264
100,0,10,-30,0,-30,0,-20,-8,-0.002119889,-0.000972903,-0.003922176,0.00012918,-0.00137657,2.24E-05
100,0,10,-30,0,-30,0,-20,-6,-0.001972264,-0.001005905,-0.004040628,0.000123985,-0.001411027,2.95E-05
100,0,10,-30,0,-30,0,-20,-4,-0.001828065,-0.001038703,-0.004159977,0.000118784,-0.001445882,3.66E-05
100,0,10,-30,0,-30,0,-20,-2,-0.001687285,-0.001071291,-0.004280227,0.000113579,-0.001481132,4.37E-05
100,0,10,-30,0,-30,0,-20,0,-0.00154992,-0.001103663,-0.004401382,0.00010837,-0.001516775,5.07E-05
100,0,10,-30,0,-30,0,-20,2,-0.001491526,-0.001211163,-0.004507043,0.000103079,-0.001548433,6.56E-05
100,0,10,-30,0,-30,0,-20,4,-0.001436277,-0.001318364,-0.004613836,9.78E-05,-0.001580533,8.04E-05
100,0,10,-30,0,-30,0,-20,6,-0.001384178,-0.001425271,-0.004721757,9.26E-05,-0.001613072,9.52E-05
100,0,10,-30,0,-30,0,-20,8,-0.001335236,-0.001531889,-0.004830802,8.74E-05,-0.001646045,0.00011002
100,0,10,-30,0,-30,0,-15,-8,-0.002154358,-0.000843373,-0.003886597,0.000130929,-0.001362667,3.68E-06
100,0,10,-30,0,-30,0,-15,-6,-0.002006795,-0.000876155,-0.004004799,0.000125731,-0.001397031,1.08E-05
100,0,10,-30,0,-30,0,-15,-4,-0.001862656,-0.000908733,-0.004123898,0.000120526,-0.001431792,1.79E-05
100,0,10,-30,0,-30,0,-15,-2,-0.001721938,-0.0009411,-0.004243898,0.000115317,-0.001466949,2.49E-05
100,0,10,-30,0,-30,0,-15,0,-0.001584634,-0.000973252,-0.004364803,0.000110104,-0.001502499,3.19E-05
100,0,10,-30,0,-30,0,-15,2,-0.001526309,-0.001080513,-0.004470211,0.00010481,-0.001534063,4.67E-05
100,0,10,-30,0,-30,0,-15,4,-0.001471129,-0.001187473,-0.00457675,9.95E-05,-0.00156607,6.16E-05
100,0,10,-30,0,-30,0,-15,6,-0.0014191,-0.001294139,-0.004684416,9.43E-05,-0.001598515,7.63E-05
100,0,10,-30,0,-30,0,-15,8,-0.001370227,-0.001400516,-0.004793207,8.91E-05,-0.001631395,9.11E-05
100,0,10,-30,0,-30,0,-10,-8,-0.002198607,-0.000699959,-0.003844043,0.000133005,-0.001345847,-1.69E-05
100,0,10,-30,0,-30,0,-10,-6,-0.00205111,-0.00073249,-0.003961954,0.000127803,-0.001380104,-9.78E-06
100,0,10,-30,0,-30,0,-10,-4,-0.001907038,-0.000764817,-0.004080763,0.000122595,-0.001414757,-2.75E-06
100,0,10,-30,0,-30,0,-10,-2,-0.001766386,-0.000796934,-0.004200472,0.000117382,-0.001449805,4.25E-06
100,0,10,-30,0,-30,0,-10,0,-0.001629147,-0.000828835,-0.004321086,0.000112165,-0.001485247,1.12E-05
100,0,10,-30,0,-30,0,-10,2,-0.001570899,-0.000935822,-0.004426199,0.000106867,-0.001516703,2.60E-05
100,0,10,-30,0,-30,0,-10,4,-0.001515795,-0.001042508,-0.004532443,0.000101602,-0.001548601,4.08E-05
100,0,10,-30,0,-30,0,-10,6,-0.001463841,-0.0011489,-0.004639815,9.64E-05,-0.001580937,5.55E-05
100,0,10,-30,0,-30,0,-10,8,-0.001415044,-0.001255003,-0.00474831,9.12E-05,-0.001613708,7.03E-05
100,0,10,-30,0,-30,0,-5,-8,-0.002253546,-0.00054317,-0.0037937,0.000135388,-0.001325781,-3.92E-05
100,0,10,-30,0,-30,0,-5,-6,-0.00210612,-0.000575421,-0.003911281,0.000130182,-0.001359914,-3.21E-05
100,0,10,-30,0,-30,0,-5,-4,-0.00196212,-0.000607466,-0.004029758,0.00012497,-0.001394445,-2.52E-05
100,0,10,-30,0,-30,0,-5,-2,-0.001821539,-0.000639302,-0.004149136,0.000119753,-0.00142937,-1.82E-05
100,0,10,-30,0,-30,0,-5,0,-0.001684372,-0.000670921,-0.004269419,0.000114532,-0.00146469,-1.13E-05
100,0,10,-30,0,-30,0,-5,2,-0.001626205,-0.000777601,-0.004374196,0.00010923,-0.001496022,3.50E-06
100,0,10,-30,0,-30,0,-5,4,-0.001571183,-0.000883981,-0.004480104,0.000103961,-0.001527796,1.82E-05
100,0,10,-30,0,-30,0,-5,6,-0.001519312,-0.000990066,-0.004587139,9.87E-05,-0.001560009,3.29E-05
100,0,10,-30,0,-30,0,-5,8,-0.001470596,-0.001095862,-0.004695297,9.35E-05,-0.001592657,4.76E-05
100,0,10,-30,0,-30,0,0,-8,-0.002311797,-0.000387894,-0.003740408,0.000137691,-0.001304516,-6.14E-05
100,0,10,-30,0,-30,0,0,-6,-0.002164443,-0.000419864,-0.003857658,0.000132481,-0.001338526,-5.44E-05
100,0,10,-30,0,-30,0,0,-4,-0.002020514,-0.000451629,-0.003975804,0.000127265,-0.001372934,-4.74E-05
100,0,10,-30,0,-30,0,0,-2,-0.001880004,-0.000483183,-0.004094852,0.000122044,-0.001407737,-4.05E-05
100,0,10,-30,0,-30,0,0,0,-0.001742908,-0.000514522,-0.004214803,0.00011682,-0.001442934,-3.36E-05
100,0,10,-30,0,-30,0,0,2,-0.001684824,-0.000620896,-0.004319245,0.000111514,-0.001474142,-1.89E-05
100,0,10,-30,0,-30,0,0,4,-0.001629884,-0.000726969,-0.004424818,0.000106241,-0.001505794,-4.18E-06
100,0,10,-30,0,-30,0,0,6,-0.001578094,-0.000832748,-0.004531517,0.000101003,-0.001537883,1.05E-05
100,0,10,-30,0,-30,0,0,8,-0.00152946,-0.000938237,-0.004639339,9.58E-05,-0.001570408,2.51E-05
100,0,10,-30,0,-30,0,5,-8,-0.002413492,-0.000270139,-0.003684299,0.000139109,-0.001279767,-7.87E-05
100,0,10,-30,0,-30,0,5,-6,-0.002266166,-0.000301796,-0.003801098,0.000133896,-0.001313615,-7.17E-05
100,0,10,-30,0,-30,0,5,-4,-0.002122264,-0.000333247,-0.003918794,0.000128677,-0.001347862,-6.48E-05
100,0,10,-30,0,-30,0,5,-2,-0.001981783,-0.000364488,-0.004037391,0.000123453,-0.001382503,-5.79E-05
100,0,10,-30,0,-30,0,5,0,-0.001844716,-0.000395514,-0.004156892,0.000118225,-0.001417539,-5.11E-05
100,0,10,-30,0,-30,0,5,2,-0.001786671,-0.000501549,-0.004260879,0.000112916,-0.001448585,-3.64E-05
100,0,10,-30,0,-30,0,5,4,-0.001731771,-0.000607285,-0.004365996,0.00010764,-0.001480075,-2.17E-05
100,0,10,-30,0,-30,0,5,6,-0.001680022,-0.000712725,-0.004472241,0.000102399,-0.001512002,-7.13E-06
100,0,10,-30,0,-30,0,5,8,-0.001631428,-0.000817876,-0.004579608,9.72E-05,-0.001544365,7.45E-06
100,0,10,-30,0,-30,0,10,-8,-0.00251829,-0.000155434,-0.003625511,0.00014041,-0.001253927,-9.56E-05
100,0,10,-30,0,-30,0,10,-6,-0.002370992,-0.000186777,-0.003741859,0.000135194,-0.001287614,-8.87E-05
100,0,10,-30,0,-30,0,10,-4,-0.002227119,-0.000217914,-0.003859103,0.000129971,-0.001321698,-8.18E-05
100,0,10,-30,0,-30,0,10,-2,-0.002086665,-0.000248841,-0.003977249,0.000124745,-0.001356178,-7.50E-05
100,0,10,-30,0,-30,0,10,0,-0.001949627,-0.000279553,-0.004096299,0.000119514,-0.001391052,-6.82E-05
100,0,10,-30,0,-30,0,10,2,-0.001891622,-0.00038525,-0.004199831,0.000114202,-0.001421937,-5.36E-05
100,0,10,-30,0,-30,0,10,4,-0.001836763,-0.000490646,-0.004304493,0.000108923,-0.001453264,-3.90E-05
100,0,10,-30,0,-30,0,10,6,-0.001785053,-0.000595748,-0.004410281,0.000103679,-0.001485029,-2.44E-05
100,0,10,-30,0,-30,0,10,8,-0.0017365,-0.00070056,-0.004517193,9.85E-05,-0.00151723,-9.87E-06
100,0,10,-30,0,-30,0,15,-8,-0.002616856,-5.73E-05,-0.003570622,0.000141254,-0.00122975,-0.000110446
100,0,10,-30,0,-30,0,15,-6,-0.002469581,-8.84E-05,-0.003686559,0.000136035,-0.00126329,-0.00010358
100,0,10,-30,0,-30,0,15,-4,-0.002325731,-0.00011921,-0.003803392,0.00013081,-0.001297228,-9.68E-05
100,0,10,-30,0,-30,0,15,-2,-0.002185301,-0.000149854,-0.003921127,0.00012558,-0.001331561,-9.00E-05
100,0,10,-30,0,-30,0,15,0,-0.002048285,-0.000180282,-0.004039767,0.000120347,-0.001366288,-8.32E-05
100,0,10,-30,0,-30,0,15,2,-0.001990315,-0.000285674,-0.004142884,0.000115032,-0.001397025,-6.86E-05
100,0,10,-30,0,-30,0,15,4,-0.001935489,-0.000390765,-0.004247131,0.00010975,-0.001428205,-5.40E-05
100,0,10,-30,0,-30,0,15,6,-0.001883813,-0.000495561,-0.004352505,0.000104503,-0.001459823,-3.95E-05
100,0,10,-30,0,-30,0,15,8,-0.001835294,-0.000600068,-0.004459002,9.93E-05,-0.001491876,-2.50E-05
100,0,10,-30,0,-30,0,20,-8,-0.002708312,2.50E-05,-0.003520402,0.000141664,-0.001207551,-0.000123238
100,0,10,-30,0,-30,0,20,-6,-0.002561055,-5.79E-06,-0.003635968,0.000136443,-0.001240959,-0.000116407
100,0,10,-30,0,-30,0,20,-4,-0.002417222,-3.64E-05,-0.003752431,0.000131215,-0.001274764,-0.000109613
100,0,10,-30,0,-30,0,20,-2,-0.00227681,-6.68E-05,-0.003869796,0.000125983,-0.001308964,-0.000102856
100,0,10,-30,0,-30,0,20,0,-0.002139813,-9.70E-05,-0.003988065,0.000120747,-0.001343559,-9.61E-05
100,0,10,-30,0,-30,0,20,2,-0.002081869,-0.000202073,-0.004090808,0.000115429,-0.001374164,-8.16E-05
100,0,10,-30,0,-30,0,20,4,-0.002027071,-0.000306892,-0.004194682,0.000110145,-0.001405211,-6.70E-05
100,0,10,-30,0,-30,0,20,6,-0.001975423,-0.000411416,-0.004299682,0.000104895,-0.001436696,-5.25E-05
100,0,10,-30,0,-30,0,20,8,-0.001926931,-0.000515651,-0.004405805,9.97E-05,-0.001468617,-3.81E-05
100,0,10,-30,0,-30,30,-20,-8,-0.004268733,-0.000327887,-0.007014471,0.000103811,-0.002465308,-9.17E-05
100,0,10,-30,0,-30,30,-20,-6,-0.004130784,-0.000368518,-0.007109656,9.89E-05,-0.002491658,-8.35E-05
100,0,10,-30,0,-30,30,-20,-4,-0.003995417,-0.000409283,-0.007204981,9.39E-05,-0.002518133,-7.52E-05
100,0,10,-30,0,-30,30,-20,-2,-0.00386263,-0.000450175,-0.007300456,8.90E-05,-0.002544733,-6.69E-05
100,0,10,-30,0,-30,30,-20,0,-0.003732421,-0.000491182,-0.007396093,8.40E-05,-0.002571459,-5.87E-05
100,0,10,-30,0,-30,30,-20,2,-0.003672639,-0.000598004,-0.007478455,7.90E-05,-0.00259493,-4.38E-05
100,0,10,-30,0,-30,30,-20,4,-0.003615228,-0.00070479,-0.007561232,7.40E-05,-0.002618586,-2.89E-05
100,0,10,-30,0,-30,30,-20,6,-0.003560196,-0.000811541,-0.007644426,6.91E-05,-0.002642426,-1.40E-05
100,0,10,-30,0,-30,30,-20,8,-0.003507554,-0.000918257,-0.007728042,6.42E-05,-0.002666448,9.09E-07
100,0,10,-30,0,-30,30,-15,-8,-0.004301985,-0.000194712,-0.006986638,0.000105662,-0.002454203,-0.000110935
100,0,10,-30,0,-30,30,-15,-6,-0.00416411,-0.00023516,-0.007081579,0.000100719,-0.002480462,-0.000102729
100,0,10,-30,0,-30,30,-15,-4,-0.004028817,-0.000275743,-0.00717666,9.58E-05,-0.002506845,-9.45E-05
100,0,10,-30,0,-30,30,-15,-2,-0.003896104,-0.000316452,-0.00727189,9.08E-05,-0.002533353,-8.63E-05
100,0,10,-30,0,-30,30,-15,0,-0.00376597,-0.000357278,-0.007367279,8.59E-05,-0.002559986,-7.80E-05
100,0,10,-30,0,-30,30,-15,2,-0.003706254,-0.000463902,-0.007449386,8.08E-05,-0.002583363,-6.31E-05
100,0,10,-30,0,-30,30,-15,4,-0.003648909,-0.00057049,-0.007531906,7.59E-05,-0.002606924,-4.83E-05
100,0,10,-30,0,-30,30,-15,6,-0.003593945,-0.000677043,-0.007614843,7.09E-05,-0.002630668,-3.34E-05
100,0,10,-30,0,-30,30,-15,8,-0.003541369,-0.000783562,-0.007698198,6.60E-05,-0.002654594,-1.85E-05
100,0,10,-30,0,-30,30,-10,-8,-0.004344997,-4.72E-05,-0.006952823,0.000107861,-0.002440532,-0.000132078
100,0,10,-30,0,-30,30,-10,-6,-0.004207201,-8.74E-05,-0.007047482,0.000102914,-0.002466686,-0.000123902
100,0,10,-30,0,-30,30,-10,-4,-0.004071988,-0.000127824,-0.007142278,9.80E-05,-0.002492963,-0.000115707
100,0,10,-30,0,-30,30,-10,-2,-0.003939356,-0.000168325,-0.007237222,9.30E-05,-0.002519364,-0.000107494
100,0,10,-30,0,-30,30,-10,0,-0.003809302,-0.000208943,-0.007332325,8.80E-05,-0.002545891,-9.93E-05
100,0,10,-30,0,-30,30,-10,2,-0.003749658,-0.000315341,-0.007414135,8.30E-05,-0.002569158,-8.44E-05
100,0,10,-30,0,-30,30,-10,4,-0.003692385,-0.000421703,-0.007496357,7.80E-05,-0.002592609,-6.96E-05
100,0,10,-30,0,-30,30,-10,6,-0.003637492,-0.000528031,-0.007578994,7.31E-05,-0.002616242,-5.48E-05
100,0,10,-30,0,-30,30,-10,8,-0.003584989,-0.000634326,-0.007662048,6.82E-05,-0.002640058,-3.99E-05
100,0,10,-30,0,-30,30,-5,-8,-0.004398681,0.00011411,-0.006912214,0.000110387,-0.002423967,-0.000155072
100,0,10,-30,0,-30,30,-5,-6,-0.004260971,7.41E-05,-0.007006551,0.000105437,-0.00245,-0.000146929
100,0,10,-30,0,-30,30,-5,-4,-0.004125844,3.40E-05,-0.007101023,0.00010048,-0.002476157,-0.000138766
100,0,10,-30,0,-30,30,-5,-2,-0.003993298,-6.30E-06,-0.007195642,9.55E-05,-0.002502437,-0.000130586
100,0,10,-30,0,-30,30,-5,0,-0.003863331,-4.67E-05,-0.007290416,9.06E-05,-0.002528842,-0.000122389
100,0,10,-30,0,-30,30,-5,2,-0.003803763,-0.000152831,-0.007371889,8.55E-05,-0.002551984,-0.000107596
100,0,10,-30,0,-30,30,-5,4,-0.003746567,-0.00025894,-0.007453772,8.05E-05,-0.00257531,-9.28E-05
100,0,10,-30,0,-30,30,-5,6,-0.003691751,-0.000365016,-0.007536068,7.56E-05,-0.002598818,-7.80E-05
100,0,10,-30,0,-30,30,-5,8,-0.003639324,-0.000471058,-0.007618779,7.07E-05,-0.002622508,-6.32E-05
100,0,10,-30,0,-30,30,0,-8,-0.004455688,0.000273924,-0.006868655,0.000112835,-0.002406202,-0.000177911
100,0,10,-30,0,-30,30,0,-6,-0.004318064,0.000234154,-0.00696267,0.000107882,-0.002432115,-0.0001698
100,0,10,-30,0,-30,30,0,-4,-0.004183023,0.000194247,-0.007056818,0.000102921,-0.002458151,-0.00016167
100,0,10,-30,0,-30,30,0,-2,-0.004050563,0.000154212,-0.007151111,9.80E-05,-0.00248431,-0.000153522
100,0,10,-30,0,-30,30,0,0,-0.003920682,0.000114059,-0.007245559,9.30E-05,-0.002510593,-0.000145357
100,0,10,-30,0,-30,30,0,2,-0.003861191,8.17E-06,-0.007326695,8.80E-05,-0.002533612,-0.000130598
100,0,10,-30,0,-30,30,0,4,-0.003804071,-9.77E-05,-0.007408239,8.30E-05,-0.002556813,-0.000115831
100,0,10,-30,0,-30,30,0,6,-0.003749332,-0.000203511,-0.007490193,7.80E-05,-0.002580196,-0.000101058
100,0,10,-30,0,-30,30,0,8,-0.003696982,-0.000309302,-0.007572561,7.31E-05,-0.002603759,-8.63E-05
100,0,10,-30,0,-30,30,5,-8,-0.004558093,0.000395519,-0.006821835,0.000114384,-0.00238469,-0.00019579
100,0,10,-30,0,-30,30,5,-6,-0.0044205,0.000356017,-0.006915408,0.000109428,-0.002410446,-0.000187716
100,0,10,-30,0,-30,30,5,-4,-0.00428549,0.000316377,-0.007009113,0.000104465,-0.002436323,-0.000179623
